datetime,price,side,traded_quantity,is_intraday,unable_to_trade_days
2022-02-23 13:55:00,742.8,1,25,True,8
2022-02-23 14:15:00,710.0,-1,25,True,8
2022-02-23 14:20:00,731.8,1,25,True,8
2022-02-23 14:30:00,403.25,1,25,True,8
2022-02-24 09:30:00,589.55,-1,25,True,8
2022-02-24 09:30:00,582.55,-1,25,True,8
2022-02-24 09:35:00,658.75,1,25,True,8
2022-02-24 10:00:00,367.8,1,25,True,8
2022-02-24 10:35:00,386.5,-1,25,True,8
2022-02-24 10:40:00,428.25,1,25,True,8
2022-02-24 11:05:00,368.25,-1,25,True,8
2022-02-24 11:15:00,383.2,1,25,True,8
2022-02-24 11:25:00,382.8,-1,25,True,8
2022-02-24 11:30:00,433.45,1,25,True,8
2022-02-24 11:35:00,663.7,-1,25,True,8
2022-02-24 11:40:00,721.0,1,25,True,8
2022-02-24 11:50:00,359.95,-1,25,True,8
2022-02-24 14:30:00,48.35,1,25,True,8
2022-03-02 09:30:00,770.8,-1,25,True,8
2022-03-02 09:35:00,719.7,-1,25,True,8
2022-03-02 09:40:00,839.5,1,25,True,8
2022-03-02 10:20:00,826.3,-1,25,True,8
2022-03-02 10:25:00,913.3,1,25,True,8
2022-03-02 14:30:00,376.5,1,25,True,8
2022-03-03 09:30:00,585.3,-1,25,True,8
2022-03-03 11:20:00,382.6,1,25,True,8
2022-03-03 11:40:00,349.75,-1,25,True,8
2022-03-03 14:30:00,94.7,1,25,True,8
2022-03-04 09:30:00,939.3,-1,25,True,8
2022-03-04 09:55:00,1059.8,-1,25,True,8
2022-03-04 10:10:00,975.25,1,25,True,8
2022-03-04 11:30:00,918.5,1,25,True,8
2022-03-04 11:40:00,899.45,-1,25,True,8
2022-03-04 11:45:00,918.45,1,25,True,8
2022-03-04 12:00:00,954.0,-1,25,True,8
2022-03-04 14:05:00,749.4,1,25,True,8
2022-03-07 09:30:00,948.0,-1,25,True,8
2022-03-07 10:45:00,878.75,1,25,True,8
2022-03-07 12:00:00,887.55,-1,25,True,8
2022-03-07 12:10:00,967.7,1,25,True,8
2022-03-07 13:15:00,886.95,-1,25,True,8
2022-03-07 14:30:00,820.5,1,25,True,8
2022-03-08 09:35:00,1023.55,-1,25,True,8
2022-03-08 09:35:00,839.35,-1,25,True,8
2022-03-08 09:55:00,989.5,1,25,True,8
2022-03-08 10:40:00,1019.05,-1,25,True,8
2022-03-08 10:40:00,802.35,1,25,True,8
2022-03-08 10:45:00,804.0,-1,25,True,8
2022-03-08 10:50:00,850.0,1,25,True,8
2022-03-08 13:40:00,887.95,1,25,True,8
2022-03-08 13:45:00,867.15,-1,25,True,8
2022-03-08 14:30:00,665.2,1,25,True,8
2022-03-09 09:30:00,690.25,-1,25,True,8
2022-03-09 09:45:00,790.0,-1,25,True,8
2022-03-09 09:50:00,787.0,1,25,True,8
2022-03-09 09:50:00,787.0,1,25,True,8
2022-03-09 10:00:00,698.55,-1,25,True,8
2022-03-09 10:15:00,842.2,1,25,True,8
2022-03-09 10:15:00,842.2,1,25,True,8
2022-03-09 11:00:00,807.0,-1,25,True,8
2022-03-09 11:05:00,690.2,1,25,True,8
2022-03-09 11:35:00,675.2,-1,25,True,8
2022-03-09 11:45:00,691.2,1,25,True,8
2022-03-09 11:55:00,636.05,-1,25,True,8
2022-03-09 11:55:00,822.9,1,25,True,8
2022-03-09 12:10:00,780.0,-1,25,True,8
